date,id,Long,Lat,cpm,user
4/10/2020 2:54,27,-119.72769,0.05481,2023.484894, CitizenScientist
4/10/2020 4:53,27,-119.72769,0.05481,2010.510021, CitizenScientist
4/9/2020 20:57,22,-119.72769,0.05481,1997.432993, HSS
4/9/2020 23:43,22,-119.72769,0.05481,1960.525264, HSS
4/9/2020 22:54,29,-119.72769,0.05481,1951.223493, AS-2
4/10/2020 1:46,21,-119.72769,0.05481,1914.050928, CitizenScientist
4/10/2020 2:44,27,-119.72769,0.05481,1907.149718, CitizenScientist
4/10/2020 2:55,28,-119.72769,0.05481,1906.322009, AS-1
4/10/2020 3:42,22,-119.72769,0.05481,1905.531355, HSS
4/10/2020 1:59,21,-119.72769,0.05481,1899.784489, CitizenScientist
4/9/2020 21:05,45,-119.72769,0.05481,1894.875376, CitizenScientist
4/10/2020 2:23,22,-119.72769,0.05481,1891.542175, HSS
4/10/2020 6:12,28,-119.72769,0.05481,1881.883759, AS-1
4/9/2020 22:31,25,-119.72769,0.05481,1850.507987, CitizenScientist
4/9/2020 20:16,29,-119.72769,0.05481,1819.200482, AS-2
4/9/2020 23:10,24,-119.72769,0.05481,1794.242198, CitizenScientist
4/9/2020 23:13,29,-119.72769,0.05481,1792.70119, AS-2
4/9/2020 21:18,29,-119.72769,0.05481,1721.399163, AS-2
4/6/2020 21:17,2,-119.967195,0.173888,1673.3669, TestUnit
4/9/2020 21:14,24,-119.72769,0.05481,1647.818992, CitizenScientist
4/8/2020 16:35,3,-119.90764,0.192607,1591.495323, CitizenScientist
4/9/2020 20:34,45,-119.72769,0.05481,1555.602739, CitizenScientist
4/9/2020 21:16,21,-119.72769,0.05481,1551.901469, CitizenScientist
4/10/2020 1:14,21,-119.72769,0.05481,1550.42412, CitizenScientist
4/10/2020 0:27,21,-119.72769,0.05481,1549.291323, CitizenScientist
4/9/2020 23:01,21,-119.72769,0.05481,1549.130378, CitizenScientist
4/9/2020 23:52,21,-119.72769,0.05481,1547.703051, CitizenScientist
4/10/2020 6:31,27,-119.72769,0.05481,1547.59015, CitizenScientist
4/9/2020 23:34,21,-119.72769,0.05481,1546.928473, CitizenScientist
4/9/2020 20:56,21,-119.72769,0.05481,1546.848817, CitizenScientist
4/10/2020 2:39,21,-119.72769,0.05481,1546.405924, CitizenScientist
4/9/2020 22:09,21,-119.72769,0.05481,1546.090263, CitizenScientist
4/10/2020 1:26,21,-119.72769,0.05481,1545.922208, CitizenScientist
4/10/2020 3:34,21,-119.72769,0.05481,1545.579592, CitizenScientist
4/10/2020 5:06,21,-119.72769,0.05481,1545.556926, CitizenScientist
4/9/2020 21:44,21,-119.72769,0.05481,1545.52315, CitizenScientist
4/10/2020 5:59,21,-119.72769,0.05481,1545.347719, CitizenScientist
4/10/2020 3:10,21,-119.72769,0.05481,1545.091356, CitizenScientist
4/10/2020 5:04,21,-119.72769,0.05481,1545.063451, CitizenScientist
4/9/2020 20:34,45,-119.72769,0.05481,1544.953628, CitizenScientist
4/10/2020 1:13,21,-119.72769,0.05481,1544.712467, CitizenScientist
4/10/2020 2:21,45,-119.72769,0.05481,1544.580165, CitizenScientist
4/10/2020 2:39,21,-119.72769,0.05481,1544.56327, CitizenScientist
4/10/2020 6:03,21,-119.72769,0.05481,1544.384938, CitizenScientist
4/10/2020 4:21,21,-119.72769,0.05481,1544.313728, CitizenScientist
4/9/2020 23:43,21,-119.72769,0.05481,1543.919067, CitizenScientist
4/10/2020 2:30,45,-119.72769,0.05481,1543.903323, CitizenScientist
4/9/2020 21:21,21,-119.72769,0.05481,1543.714149, CitizenScientist
4/10/2020 1:47,21,-119.72769,0.05481,1543.709964, CitizenScientist
4/10/2020 2:10,21,-119.72769,0.05481,1543.619505, CitizenScientist
4/10/2020 4:21,21,-119.72769,0.05481,1543.545903, CitizenScientist
4/10/2020 5:39,21,-119.72769,0.05481,1543.373728, CitizenScientist
4/10/2020 3:51,45,-119.72769,0.05481,1542.926803, CitizenScientist
4/9/2020 23:54,21,-119.72769,0.05481,1542.724949, CitizenScientist
4/10/2020 2:18,21,-119.72769,0.05481,1542.440344, CitizenScientist
4/9/2020 22:09,21,-119.72769,0.05481,1542.383969, CitizenScientist
4/9/2020 23:08,21,-119.72769,0.05481,1542.253296, CitizenScientist
4/10/2020 3:15,21,-119.72769,0.05481,1542.164092, CitizenScientist
4/10/2020 6:05,21,-119.72769,0.05481,1541.956323, CitizenScientist
4/9/2020 23:53,21,-119.72769,0.05481,1541.834026, CitizenScientist
4/9/2020 22:50,21,-119.72769,0.05481,1541.732872, CitizenScientist
4/9/2020 23:49,21,-119.72769,0.05481,1541.61898, CitizenScientist
4/9/2020 23:53,21,-119.72769,0.05481,1541.573539, CitizenScientist
4/9/2020 22:11,21,-119.72769,0.05481,1541.345059, CitizenScientist
4/9/2020 22:44,45,-119.72769,0.05481,1541.299417, CitizenScientist
4/10/2020 5:18,21,-119.72769,0.05481,1541.161475, CitizenScientist
4/10/2020 1:16,21,-119.72769,0.05481,1541.11238, CitizenScientist
4/10/2020 1:44,21,-119.72769,0.05481,1540.780332, CitizenScientist
4/9/2020 20:46,45,-119.72769,0.05481,1540.737437, CitizenScientist
4/10/2020 0:02,21,-119.72769,0.05481,1540.673862, CitizenScientist
4/9/2020 23:50,21,-119.72769,0.05481,1540.653487, CitizenScientist
4/10/2020 3:11,21,-119.72769,0.05481,1540.61142, CitizenScientist
4/10/2020 5:10,21,-119.72769,0.05481,1540.577835, CitizenScientist
4/10/2020 1:59,21,-119.72769,0.05481,1540.502566, CitizenScientist
4/9/2020 22:27,21,-119.72769,0.05481,1540.498874, CitizenScientist
4/10/2020 5:56,21,-119.72769,0.05481,1540.470544, CitizenScientist
4/9/2020 23:58,45,-119.72769,0.05481,1540.470371, CitizenScientist
4/9/2020 22:58,21,-119.72769,0.05481,1540.459625, CitizenScientist
4/10/2020 3:19,21,-119.72769,0.05481,1540.318371, CitizenScientist
4/10/2020 0:52,45,-119.72769,0.05481,1540.260056, CitizenScientist
4/9/2020 22:06,21,-119.72769,0.05481,1540.245247, CitizenScientist
4/10/2020 3:44,21,-119.72769,0.05481,1540.222652, CitizenScientist
4/9/2020 22:13,21,-119.72769,0.05481,1540.099681, CitizenScientist
4/9/2020 20:29,21,-119.72769,0.05481,1540.020255, CitizenScientist
4/9/2020 23:43,21,-119.72769,0.05481,1539.98508, CitizenScientist
4/10/2020 1:22,45,-119.72769,0.05481,1539.980484, CitizenScientist
4/10/2020 4:26,45,-119.72769,0.05481,1539.952297, CitizenScientist
4/10/2020 1:31,45,-119.72769,0.05481,1539.948285, CitizenScientist
4/10/2020 5:13,21,-119.72769,0.05481,1539.933249, CitizenScientist
4/10/2020 0:44,45,-119.72769,0.05481,1539.929887, CitizenScientist
4/10/2020 6:02,45,-119.72769,0.05481,1539.904414, CitizenScientist
4/10/2020 0:06,45,-119.72769,0.05481,1539.762415, CitizenScientist
4/9/2020 22:53,21,-119.72769,0.05481,1539.72356, CitizenScientist
4/9/2020 23:39,45,-119.72769,0.05481,1539.664532, CitizenScientist
4/9/2020 21:50,45,-119.72769,0.05481,1539.658775, CitizenScientist
4/9/2020 20:55,21,-119.72769,0.05481,1539.658564, CitizenScientist
4/9/2020 21:13,21,-119.72769,0.05481,1539.635132, CitizenScientist
4/10/2020 3:31,45,-119.72769,0.05481,1539.625419, CitizenScientist
4/9/2020 20:47,45,-119.72769,0.05481,1539.602627, CitizenScientist
4/10/2020 3:16,45,-119.72769,0.05481,1539.56739, CitizenScientist
4/10/2020 3:30,21,-119.72769,0.05481,1539.440866, CitizenScientist
4/10/2020 0:02,21,-119.72769,0.05481,1539.416966, CitizenScientist
4/9/2020 22:42,21,-119.72769,0.05481,1539.366434, CitizenScientist
4/9/2020 20:46,45,-119.72769,0.05481,1539.353424, CitizenScientist
4/10/2020 1:11,21,-119.72769,0.05481,1539.345471, CitizenScientist
4/10/2020 3:16,21,-119.72769,0.05481,1539.33606, CitizenScientist
4/10/2020 6:10,21,-119.72769,0.05481,1539.312326, CitizenScientist
4/10/2020 1:19,21,-119.72769,0.05481,1539.224847, CitizenScientist
4/10/2020 0:33,21,-119.72769,0.05481,1539.200628, CitizenScientist
4/10/2020 1:16,21,-119.72769,0.05481,1539.178552, CitizenScientist
4/10/2020 2:01,21,-119.72769,0.05481,1539.134984, CitizenScientist
4/10/2020 3:11,21,-119.72769,0.05481,1539.05418, CitizenScientist
4/10/2020 5:30,45,-119.72769,0.05481,1539.041613, CitizenScientist
4/9/2020 20:47,45,-119.72769,0.05481,1538.977119, CitizenScientist
4/9/2020 20:46,45,-119.72769,0.05481,1538.909145, CitizenScientist
4/10/2020 3:42,45,-119.72769,0.05481,1538.786049, CitizenScientist
4/10/2020 1:18,45,-119.72769,0.05481,1538.779596, CitizenScientist
4/10/2020 1:16,21,-119.72769,0.05481,1538.70246, CitizenScientist
4/10/2020 5:56,21,-119.72769,0.05481,1538.642202, CitizenScientist
4/10/2020 2:18,45,-119.72769,0.05481,1538.530715, CitizenScientist
4/10/2020 0:36,21,-119.72769,0.05481,1538.509753, CitizenScientist
4/10/2020 2:54,21,-119.72769,0.05481,1538.473376, CitizenScientist
4/10/2020 5:14,45,-119.72769,0.05481,1538.468095, CitizenScientist
4/10/2020 1:21,21,-119.72769,0.05481,1538.455403, CitizenScientist
4/9/2020 21:13,45,-119.72769,0.05481,1538.342404, CitizenScientist
4/10/2020 1:29,21,-119.72769,0.05481,1538.337305, CitizenScientist
4/10/2020 2:34,21,-119.72769,0.05481,1538.312091, CitizenScientist
4/10/2020 3:23,21,-119.72769,0.05481,1538.213783, CitizenScientist
4/10/2020 2:31,21,-119.72769,0.05481,1538.127071, CitizenScientist
4/10/2020 0:17,21,-119.72769,0.05481,1538.071037, CitizenScientist
4/9/2020 20:33,45,-119.72769,0.05481,1538.056175, CitizenScientist
4/10/2020 1:33,45,-119.72769,0.05481,1537.938757, CitizenScientist
4/10/2020 1:53,45,-119.72769,0.05481,1537.938424, CitizenScientist
4/10/2020 1:13,45,-119.72769,0.05481,1537.936689, CitizenScientist
4/10/2020 4:10,45,-119.72769,0.05481,1537.934838, CitizenScientist
4/9/2020 22:21,21,-119.72769,0.05481,1537.928612, CitizenScientist
4/9/2020 22:27,21,-119.72769,0.05481,1537.910695, CitizenScientist
4/10/2020 4:55,21,-119.72769,0.05481,1537.89643, CitizenScientist
4/9/2020 22:07,21,-119.72769,0.05481,1537.894539, CitizenScientist
4/10/2020 4:33,45,-119.72769,0.05481,1537.838959, CitizenScientist
4/9/2020 23:47,45,-119.72769,0.05481,1537.826962, CitizenScientist
4/10/2020 0:41,45,-119.72769,0.05481,1537.813006, CitizenScientist
4/9/2020 22:55,21,-119.72769,0.05481,1537.723523, CitizenScientist
4/9/2020 20:28,45,-119.72769,0.05481,1537.688311, CitizenScientist
4/9/2020 23:58,21,-119.72769,0.05481,1537.687146, CitizenScientist
4/9/2020 23:07,21,-119.72769,0.05481,1537.675239, CitizenScientist
4/10/2020 5:46,21,-119.72769,0.05481,1537.654196, CitizenScientist
4/10/2020 0:14,21,-119.72769,0.05481,1537.610702, CitizenScientist
4/9/2020 21:12,45,-119.72769,0.05481,1537.600461, CitizenScientist
4/10/2020 4:19,45,-119.72769,0.05481,1537.585614, CitizenScientist
4/9/2020 21:07,21,-119.72769,0.05481,1537.572817, CitizenScientist
4/10/2020 4:14,21,-119.72769,0.05481,1537.526864, CitizenScientist
4/10/2020 2:40,21,-119.72769,0.05481,1537.48191, CitizenScientist
4/9/2020 20:43,45,-119.72769,0.05481,1537.406303, CitizenScientist
4/10/2020 4:37,45,-119.72769,0.05481,1537.374529, CitizenScientist
4/10/2020 2:24,21,-119.72769,0.05481,1537.324492, CitizenScientist
4/9/2020 20:48,21,-119.72769,0.05481,1537.320216, CitizenScientist
4/10/2020 2:23,45,-119.72769,0.05481,1537.307344, CitizenScientist
4/10/2020 4:09,21,-119.72769,0.05481,1537.298246, CitizenScientist
4/9/2020 22:15,45,-119.72769,0.05481,1537.263834, CitizenScientist
4/10/2020 1:01,21,-119.72769,0.05481,1537.257976, CitizenScientist
4/10/2020 3:57,21,-119.72769,0.05481,1537.22141, CitizenScientist
4/9/2020 20:45,45,-119.72769,0.05481,1537.215794, CitizenScientist
4/10/2020 0:39,45,-119.72769,0.05481,1537.195121, CitizenScientist
4/10/2020 2:18,21,-119.72769,0.05481,1537.19356, CitizenScientist
4/9/2020 20:56,21,-119.72769,0.05481,1537.166555, CitizenScientist
4/10/2020 4:10,45,-119.72769,0.05481,1537.134863, CitizenScientist
4/10/2020 0:20,45,-119.72769,0.05481,1537.127031, CitizenScientist
4/10/2020 0:43,45,-119.72769,0.05481,1537.106895, CitizenScientist
4/9/2020 20:50,45,-119.72769,0.05481,1537.084415, CitizenScientist
4/9/2020 22:19,21,-119.72769,0.05481,1537.038583, CitizenScientist
4/10/2020 5:37,21,-119.72769,0.05481,1537.034329, CitizenScientist
4/10/2020 1:14,45,-119.72769,0.05481,1537.017001, CitizenScientist
4/9/2020 22:24,21,-119.72769,0.05481,1537.009626, CitizenScientist
4/9/2020 22:07,45,-119.72769,0.05481,1536.946756, CitizenScientist
4/10/2020 4:31,45,-119.72769,0.05481,1536.926217, CitizenScientist
4/9/2020 20:44,45,-119.72769,0.05481,1536.917185, CitizenScientist
4/9/2020 23:46,45,-119.72769,0.05481,1536.897392, CitizenScientist
4/9/2020 20:34,45,-119.72769,0.05481,1536.893707, CitizenScientist
4/9/2020 21:52,21,-119.72769,0.05481,1536.851267, CitizenScientist
4/10/2020 2:57,27,-119.72769,0.05481,1536.850635, CitizenScientist
4/9/2020 20:40,45,-119.72769,0.05481,1536.823875, CitizenScientist
4/9/2020 23:33,45,-119.72769,0.05481,1536.678946, CitizenScientist
4/9/2020 20:46,45,-119.72769,0.05481,1536.65312, CitizenScientist
4/9/2020 20:44,21,-119.72769,0.05481,1536.607832, CitizenScientist
4/10/2020 4:11,21,-119.72769,0.05481,1536.580171, CitizenScientist
4/9/2020 21:57,21,-119.72769,0.05481,1536.574945, CitizenScientist
4/9/2020 21:07,21,-119.72769,0.05481,1536.544453, CitizenScientist
4/10/2020 1:18,45,-119.72769,0.05481,1536.510704, CitizenScientist
4/9/2020 22:41,45,-119.72769,0.05481,1536.449538, CitizenScientist
4/9/2020 23:47,45,-119.72769,0.05481,1536.444574, CitizenScientist
4/10/2020 1:36,45,-119.72769,0.05481,1536.428057, CitizenScientist
4/10/2020 2:12,21,-119.72769,0.05481,1536.395462, CitizenScientist
4/10/2020 5:53,21,-119.72769,0.05481,1536.391721, CitizenScientist
4/10/2020 4:10,45,-119.72769,0.05481,1536.370996, CitizenScientist
4/10/2020 4:01,21,-119.72769,0.05481,1536.345105, CitizenScientist
4/10/2020 5:57,45,-119.72769,0.05481,1536.341198, CitizenScientist
4/10/2020 5:33,27,-119.72769,0.05481,1536.322926, CitizenScientist
4/10/2020 5:30,45,-119.72769,0.05481,1536.271083, CitizenScientist
4/10/2020 1:56,21,-119.72769,0.05481,1536.268604, CitizenScientist
4/10/2020 6:06,27,-119.72769,0.05481,1536.266311, CitizenScientist
4/10/2020 5:47,45,-119.72769,0.05481,1536.263659, CitizenScientist
4/10/2020 3:22,21,-119.72769,0.05481,1536.205649, CitizenScientist
4/10/2020 0:41,21,-119.72769,0.05481,1536.193167, CitizenScientist
4/9/2020 22:18,45,-119.72769,0.05481,1536.162511, CitizenScientist
4/10/2020 4:56,21,-119.72769,0.05481,1536.15556, CitizenScientist
4/10/2020 3:19,45,-119.72769,0.05481,1536.131789, CitizenScientist
4/10/2020 6:01,21,-119.72769,0.05481,1536.109134, CitizenScientist
4/9/2020 20:44,45,-119.72769,0.05481,1536.093742, CitizenScientist
4/9/2020 22:09,21,-119.72769,0.05481,1536.090122, CitizenScientist
4/9/2020 22:40,21,-119.72769,0.05481,1536.061987, CitizenScientist
4/9/2020 22:56,45,-119.72769,0.05481,1536.014746, CitizenScientist
4/9/2020 22:35,45,-119.72769,0.05481,1536.013424, CitizenScientist
4/10/2020 3:02,21,-119.72769,0.05481,1535.995817, CitizenScientist
4/9/2020 20:36,45,-119.72769,0.05481,1535.974085, CitizenScientist
4/9/2020 23:46,21,-119.72769,0.05481,1535.972767, CitizenScientist
4/9/2020 22:57,45,-119.72769,0.05481,1535.958964, CitizenScientist
4/9/2020 23:45,21,-119.72769,0.05481,1535.955276, CitizenScientist
4/9/2020 21:51,21,-119.72769,0.05481,1535.941224, CitizenScientist
4/10/2020 1:40,21,-119.72769,0.05481,1535.926467, CitizenScientist
4/10/2020 2:33,45,-119.72769,0.05481,1535.918337, CitizenScientist
4/10/2020 5:49,21,-119.72769,0.05481,1535.908674, CitizenScientist
4/10/2020 1:45,45,-119.72769,0.05481,1535.867375, CitizenScientist
4/9/2020 22:01,21,-119.72769,0.05481,1535.84011, CitizenScientist
4/10/2020 2:46,45,-119.72769,0.05481,1535.826035, CitizenScientist
4/10/2020 0:31,21,-119.72769,0.05481,1535.819841, CitizenScientist
4/9/2020 23:13,21,-119.72769,0.05481,1535.816333, CitizenScientist
4/10/2020 1:21,45,-119.72769,0.05481,1535.806398, CitizenScientist
4/9/2020 21:47,21,-119.72769,0.05481,1535.795371, CitizenScientist
4/10/2020 4:58,21,-119.72769,0.05481,1535.788418, CitizenScientist
4/10/2020 1:55,21,-119.72769,0.05481,1535.778878, CitizenScientist
4/10/2020 3:31,45,-119.72769,0.05481,1535.765937, CitizenScientist
4/10/2020 0:04,21,-119.72769,0.05481,1535.753873, CitizenScientist
4/9/2020 21:22,21,-119.72769,0.05481,1535.732961, CitizenScientist
4/9/2020 23:13,21,-119.72769,0.05481,1535.730113, CitizenScientist
4/10/2020 0:51,21,-119.72769,0.05481,1535.693015, CitizenScientist
4/10/2020 3:55,45,-119.72769,0.05481,1535.678393, CitizenScientist
4/10/2020 0:48,45,-119.72769,0.05481,1535.674302, CitizenScientist
4/9/2020 22:04,21,-119.72769,0.05481,1535.653971, CitizenScientist
4/9/2020 20:46,45,-119.72769,0.05481,1535.640172, CitizenScientist
4/10/2020 6:01,21,-119.72769,0.05481,1535.639676, CitizenScientist
4/10/2020 3:28,45,-119.72769,0.05481,1535.6139, CitizenScientist
4/10/2020 0:49,21,-119.72769,0.05481,1535.581719, CitizenScientist
4/9/2020 23:17,45,-119.72769,0.05481,1535.580178, CitizenScientist
4/9/2020 23:42,21,-119.72769,0.05481,1535.556605, CitizenScientist
4/10/2020 1:45,45,-119.72769,0.05481,1535.542462, CitizenScientist
4/10/2020 2:14,45,-119.72769,0.05481,1535.533734, CitizenScientist
4/10/2020 4:05,45,-119.72769,0.05481,1535.526042, CitizenScientist
4/10/2020 3:28,27,-119.72769,0.05481,1535.517542, CitizenScientist
4/9/2020 21:03,45,-119.72769,0.05481,1535.495167, CitizenScientist
4/10/2020 4:27,45,-119.72769,0.05481,1535.479942, CitizenScientist
4/9/2020 21:58,45,-119.72769,0.05481,1535.461735, CitizenScientist
4/10/2020 2:38,45,-119.72769,0.05481,1535.455582, CitizenScientist
4/10/2020 1:53,45,-119.72769,0.05481,1535.432463, CitizenScientist
4/10/2020 1:21,21,-119.72769,0.05481,1535.414228, CitizenScientist
4/9/2020 23:12,21,-119.72769,0.05481,1535.40941, CitizenScientist
4/9/2020 21:22,21,-119.72769,0.05481,1535.407414, CitizenScientist
4/10/2020 4:42,21,-119.72769,0.05481,1535.397158, CitizenScientist
4/9/2020 22:22,21,-119.72769,0.05481,1535.367337, CitizenScientist
4/10/2020 1:08,45,-119.72769,0.05481,1535.360097, CitizenScientist
4/9/2020 20:55,45,-119.72769,0.05481,1535.359074, CitizenScientist
4/10/2020 0:37,45,-119.72769,0.05481,1535.347143, CitizenScientist
4/10/2020 1:39,21,-119.72769,0.05481,1535.272834, CitizenScientist
4/9/2020 22:57,21,-119.72769,0.05481,1535.259866, CitizenScientist
4/9/2020 21:57,21,-119.72769,0.05481,1535.257037, CitizenScientist
4/10/2020 4:42,21,-119.72769,0.05481,1535.222576, CitizenScientist
4/10/2020 4:50,21,-119.72769,0.05481,1535.180164, CitizenScientist
4/9/2020 23:26,21,-119.72769,0.05481,1535.13428, CitizenScientist
4/10/2020 0:51,45,-119.72769,0.05481,1535.13226, CitizenScientist
4/10/2020 5:40,45,-119.72769,0.05481,1535.115153, CitizenScientist
4/9/2020 22:58,21,-119.72769,0.05481,1535.106203, CitizenScientist
4/10/2020 1:19,45,-119.72769,0.05481,1535.075463, CitizenScientist
4/9/2020 21:17,21,-119.72769,0.05481,1535.072915, CitizenScientist
4/9/2020 20:40,45,-119.72769,0.05481,1535.062617, CitizenScientist
4/9/2020 23:24,21,-119.72769,0.05481,1535.057277, CitizenScientist
4/10/2020 1:03,21,-119.72769,0.05481,1535.015762, CitizenScientist
4/9/2020 21:53,45,-119.72769,0.05481,1535.01393, CitizenScientist
4/10/2020 0:22,45,-119.72769,0.05481,1535.013477, CitizenScientist
4/10/2020 3:49,27,-119.72769,0.05481,1535.010095, CitizenScientist
4/9/2020 23:41,45,-119.72769,0.05481,1534.994466, CitizenScientist
4/9/2020 20:34,21,-119.72769,0.05481,1534.992546, CitizenScientist
4/9/2020 23:30,21,-119.72769,0.05481,1534.98409, CitizenScientist
4/9/2020 22:32,45,-119.72769,0.05481,1534.982488, CitizenScientist
4/9/2020 23:32,45,-119.72769,0.05481,1534.981331, CitizenScientist
4/10/2020 5:11,21,-119.72769,0.05481,1534.973837, CitizenScientist
4/10/2020 0:15,45,-119.72769,0.05481,1534.972078, CitizenScientist
4/9/2020 20:34,27,-119.72769,0.05481,1534.922124, CitizenScientist
4/10/2020 1:06,45,-119.72769,0.05481,1534.919009, CitizenScientist
4/9/2020 20:56,45,-119.72769,0.05481,1534.917773, CitizenScientist
4/10/2020 0:46,45,-119.72769,0.05481,1534.911, CitizenScientist
4/10/2020 6:05,21,-119.72769,0.05481,1534.899909, CitizenScientist
4/10/2020 4:32,45,-119.72769,0.05481,1534.867209, CitizenScientist
4/10/2020 1:40,21,-119.72769,0.05481,1534.855102, CitizenScientist
4/9/2020 23:54,45,-119.72769,0.05481,1534.830153, CitizenScientist
4/9/2020 22:34,45,-119.72769,0.05481,1534.809774, CitizenScientist
4/10/2020 1:12,21,-119.72769,0.05481,1534.776475, CitizenScientist
4/10/2020 1:04,21,-119.72769,0.05481,1534.768991, CitizenScientist
4/9/2020 21:20,45,-119.72769,0.05481,1534.764235, CitizenScientist
4/10/2020 1:15,21,-119.72769,0.05481,1534.748162, CitizenScientist
4/9/2020 20:36,45,-119.72769,0.05481,1534.720234, CitizenScientist
4/10/2020 4:05,45,-119.72769,0.05481,1534.71192, CitizenScientist
4/10/2020 5:18,21,-119.72769,0.05481,1534.688671, CitizenScientist
4/10/2020 0:15,45,-119.72769,0.05481,1534.68274, CitizenScientist
4/10/2020 4:00,21,-119.72769,0.05481,1534.68025, CitizenScientist
4/9/2020 21:02,21,-119.72769,0.05481,1534.613917, CitizenScientist
4/10/2020 3:06,21,-119.72769,0.05481,1534.596828, CitizenScientist
4/10/2020 3:20,21,-119.72769,0.05481,1534.575318, CitizenScientist
4/9/2020 22:08,45,-119.72769,0.05481,1534.544676, CitizenScientist
4/9/2020 21:04,45,-119.72769,0.05481,1534.520102, CitizenScientist
4/9/2020 20:42,21,-119.72769,0.05481,1534.510804, CitizenScientist
4/10/2020 0:33,21,-119.72769,0.05481,1534.498368, CitizenScientist
4/9/2020 20:48,45,-119.72769,0.05481,1534.475551, CitizenScientist
4/10/2020 2:04,21,-119.72769,0.05481,1534.460004, CitizenScientist
4/9/2020 23:15,21,-119.72769,0.05481,1534.455722, CitizenScientist
4/9/2020 23:05,21,-119.72769,0.05481,1534.450703, CitizenScientist
4/10/2020 3:09,45,-119.72769,0.05481,1534.445995, CitizenScientist
4/10/2020 3:39,45,-119.72769,0.05481,1534.442123, CitizenScientist
4/10/2020 2:19,21,-119.72769,0.05481,1534.439692, CitizenScientist
4/10/2020 4:07,45,-119.72769,0.05481,1534.437824, CitizenScientist
4/9/2020 21:02,21,-119.72769,0.05481,1534.434725, CitizenScientist
4/9/2020 21:43,45,-119.72769,0.05481,1534.42091, CitizenScientist
4/10/2020 0:05,45,-119.72769,0.05481,1534.420654, CitizenScientist
4/10/2020 2:57,45,-119.72769,0.05481,1534.420597, CitizenScientist
4/10/2020 5:36,45,-119.72769,0.05481,1534.420155, CitizenScientist
4/10/2020 4:12,21,-119.72769,0.05481,1534.406873, CitizenScientist
4/9/2020 21:06,21,-119.72769,0.05481,1534.396502, CitizenScientist
4/9/2020 21:28,21,-119.72769,0.05481,1534.383358, CitizenScientist
4/10/2020 4:03,45,-119.72769,0.05481,1534.341208, CitizenScientist
4/10/2020 1:04,45,-119.72769,0.05481,1534.336754, CitizenScientist
4/9/2020 22:49,45,-119.72769,0.05481,1534.311325, CitizenScientist
4/10/2020 2:05,21,-119.72769,0.05481,1534.283598, CitizenScientist
4/9/2020 22:08,21,-119.72769,0.05481,1534.274724, CitizenScientist
4/10/2020 5:56,45,-119.72769,0.05481,1534.274525, CitizenScientist
4/10/2020 5:09,45,-119.72769,0.05481,1534.274229, CitizenScientist
4/10/2020 0:24,45,-119.72769,0.05481,1534.272492, CitizenScientist
4/9/2020 23:54,21,-119.72769,0.05481,1534.268435, CitizenScientist
